text,aspect,sentiment
"are we changing how we interpret ironman results! or are we ignoring the lack of statistical significance &amp; using numerically better as ""evidence"" for iv ferric... administration being better?! published in ",ironman,negative
"strong-hf  pre-discharge adhf - pre-discharge 1/2 optimal doses of acei/aiirb/arni+bb+mra &amp; full doses @ 2wks+ safety fu @ 2,3&amp;6 wks! - 8.1% in risk of hf or acm at 180days p=0.002 - ae 41%vs29% sae #morehfnurses #aha2022 ",strong-hf,neutral
early veno-arterial extracorporeal membrane oxygenation for cardiogenic shock did not improve outcomes vs. a conservative strategy allowing for downstream ecmo-cs in case of further hemodynamic decline #aha22 #cardiotwitter ,ecmo-cs,negative
" lots of brave things in this strong-hf trial for sure but lots of safety nets!. which highlights the absolute necessity to have real-world systems/staffing in place, to be able to deliver such schedules safely!",strong-hf,positive
"dr. gregory piazza presents #lbct ""rivaroxaban to reduce the risk of major venous &amp; arterial thrombotic events, hospitalization and death in medically ill outpatients with covid-19: primary results of the prevent-hd randomized clinical trial"" 11/7, 8:27a ct @ main event i #aha22",prevent-hd,positive
first in-human in-vivo CRISPR-ATTR editing of the ttr gene by ntla-2001 in patients with attr cardiomyopathy #genetherapy #heartfailure *mainresult: &gt;90% ttr lowering* but will this translate to clinical outcomes? #aha2022 ,CRISPR-ATTR,neutral
COACH trial #heartfailure. : admitted with acutehf *: emergency hf mortality risk grade (ehmrg) score for admit - high risk or discharge + 48hr review in nurse-led hf clinic - low risk results: or cv #moreheartfailurenurses #aha2022 ,COACH,neutral
paulkalra to deliver long awaited ironman trial #heartfailure #parenteraliron #aha22 ,ironman,neutral
"today at #aha22 'empagliflozin and #cardiovascular outcomes in patients with chronic kidney disease: the empa-kidney trial' presented by dr david preiss 6 november 5.26pm cst
room: main event i ",empa-kidney,neutral
"see dr. michelle o'donoghue's late-breaking clinical trials presentation on reduction of lipoprotein(a) with small interfering rna: the results of the OCEAN(a)-DOSE trial, tomorrow at 5:13pm in main event i. #aha22 ",OCEAN(a)-DOSE,neutral
"PROGRESSIVE-AF  trial lower incidence of persistent atrial fibrillation or recurrent atrial tachyarrhythmia over 3 years of follow-up . more evidence to support 1st line therapy with px af ablation versus initial use of antiarrhythmic drugs #aha22
#epeeps ",PROGRESSIVE-AF,neutral
 congratulations very important and EARLY-AF study,EARLY-AF,neutral
 sharing the results of this ironman trial important #heartfailure trial. wish i could have seen the lecture #aha22 ,ironman,neutral
so nice to be back at #aha22 in chicago exactly 20 years after my first ever poster presentation on REVIVED-BCIS2 (on coronary collateral physiology after recannalisation of ctos). it s a warmer chicago than 2002! looking forward to presenting arrhythmia analysis of 6nov22 8am ,REVIVED-BCIS2,neutral
"CTS-AMI trial showed benefit tongxinluo in stemi patients in a chinese study. time to revascularization was delayed, but trial held during covid pandemic. tongxinluo has been used for years in china. will be interesting to see if this can be replicated #aha22 ",CTS-AMI,positive
 #aha22 sim pub from et al: 'use it or lose it' and location matters! read about clinicians' diagnostic accuracy regarding #hf symptomatology as well as patient satisfaction in this pro-hf sub-analysis read more: #ahajournals ,pro-hf,neutral
"intellia presents updated interim data from the cardiomyopathy arm of ongoing phase 1 study of ntla-2001, an investigational CRISPR-ATTR therapy for the treatment of transthyretin (attr) amyloidosis at the american heart association scientific sessions 2022 ",CRISPR-ATTR,neutral
transform-hf are we going to see torsemide trending on twitter? #aha22 ,transform-hf,neutral
 more and encouraging evidences supporting cryo for first-line af ablation! congrats and EARLY-AF investigators! ,EARLY-AF,positive
transform-hf equal to one gallon furosemide ,transform-hf,neutral
transform-hf how about diuretic resistance ? what do you think ?,transform-hf,neutral
"met our commander in chief , i mean our editor in chief ! proud of all the great work we are doing under your leadership . on transform-hf #medtwitter #cardiotwitter #aha22 ",transform-hf,positive
 will present data from the ischemia-extend trial about biomarkers of adverse cardiovascular events in chronic coronary disease during today s #aha22 abstract oral session at 3:24 pm ct. see our presentations for today: #cardiotwitter ,ischemia-extend,neutral
"unbelievably proud of - 10 yrs ago he got me my first publication as a cmt. a true ironman himself, he s executed this with dedication + excellence whilst holding down a demanding clinical workload - an inspiration 2 all cardiac researchers! ",ironman,positive
"will ""fantastic 4"" in heart failure today become ""fantastic 5"", adding iv iron to ace-i or sacubitril/at-1-a, mra, sglt-2 and bb? while waiting for ironman to be presented at #aha2022 tonight, enjoy our discussion with and prof. macdougall ",ironman,neutral
transform-hf great study - but slides are currently not visible for virtual participants - please double-check!,transform-hf,neutral
"transform-hf the choice of loop diuretic, between furosemide or torsemide, for decongestion in patients hospitalized with hf may make little difference to survival or readmission risk over the next year, a randomized trial suggests. #aha22 #cardiotwitter ",transform-hf,negative
"past acc pres. dr. said transform-hf presented at #aha22 is valuable because it was done in a pragmatic manner, answered a long-standing question in the field &amp; enrolled a diverse patient cohort. read more from : ",transform-hf,neutral
results of the transform-hf trial presented at aha 22 indicate there were no significant differences in rate of all-cause mortality or hospitalization with the use of torsemide compared with furosemide in people with heart failure. #aha22 #heartfailure,transform-hf,neutral
best-cli it was a fantastic session! glad to help promote it on some!!,best-cli,neutral
 congrats and the transform team. great value in this transform-hf study.,transform-hf,positive
"today at #aha22, our team is proud to announce a new analysis of our drug candidate SLN360-001 to potentially treat high levels of lipoprotein(a) or #lpa, a key genetic risk factor for #heartdisease. see the analysis here: #silenceisgolden ",SLN360-001,neutral
"very exciting sessions at #aha22! make sure to attend dr. s late-breaking science presentation on the randomized BRIGHT-4 trial, one of the most highly-anticipated clinical trials of the year! #cardiotwitter #cardiology ",BRIGHT-4,neutral
"in this randomized axadia-afnet 8 trial comparing apixaban and vka in patients with af on hemodialysis with long follow-up, no differences were observed in safety or efficacy outcomes. ",axadia-afnet 8,neutral
so exciting to see my mentor present the result of the COACH trial as a #aha22 lbct! the use of a clinical risk stratification algorithm and rapid outpt f/u for hf patients presenting to the ed resulted in reduced composite of death or cv hospitalization at 30-days. ,COACH,neutral
late breaking science. paul wang and enhance-af. designed and tested novel decision making tool. it works!! #aha22 ,enhance-af,positive
" our findings point to edoxaban as a new and, perhaps, better alternative to the current medications and may improve quality of life for these children"" #aha22",edoxaban,positive
"given the promising results of SPYRAL HTN-ON MED, check out this review on the role of the sympathetic nervous system in #hypertension #openaccess #free #aha22 ",SPYRAL HTN-ON MED,positive
last up #aha22 #lbct is sport presented by ,sport,neutral
now at #lbct in main 1 #aha22 presents  OCEAN(a)-DOSE,OCEAN(a)-DOSE,neutral
"and now up is empa-kidney #aha22 in main 1
please submit questions on the aha conferences app ",empa-kidney,neutral
apixaban for patients with atrial fibrillation on hemodialysis: a multicenter randomized controlled RENAL-AF  trial ,RENAL-AF,neutral
 #lbct changing how we prevent cardiovascular and renal disease #aha22 11/6 5 pm cst main 1 #cvprev and #heartkidney! RESPECT-EPA OCEAN(a)-DOSE EMPA-KIDNEY SPORT moderators: excited to be the social media moderator! ,OCEAN(a)-DOSE,neutral
 #lbct changing how we prevent cardiovascular and renal disease #aha22 11/6 5 pm cst main 1 #cvprev and #heartkidney! RESPECT-EPA OCEAN(a)-DOSE EMPA-KIDNEY SPORT moderators: excited to be the social media moderator! ,RESPECT-EPA,neutral
 #lbct changing how we prevent cardiovascular and renal disease #aha22 11/6 5 pm cst main 1 #cvprev and #heartkidney! RESPECT-EPA OCEAN(a)-DOSE EMPA-KIDNEY SPORT moderators: excited to be the social media moderator! ,EMPA-KIDNEY,neutral
 #lbct changing how we prevent cardiovascular and renal disease #aha22 11/6 5 pm cst main 1 #cvprev and #heartkidney! RESPECT-EPA OCEAN(a)-DOSE EMPA-KIDNEY SPORT moderators: excited to be the social media moderator! ,SPORT,neutral
congratulations to presenting an #aha2022 #lbct: PROGRESSIVE-AF demonstrating better outcomes for paf patients randomized to first-line ablation vs anti arrhythmic drugs-published in . ,PROGRESSIVE-AF,positive
" very satisfying to see that the precision strategy - including the PROMISE minimal risk tool, derived as a fellow at and forming the basis of my mhs thesis - improved outcomes vs usual care among stable chest pain patients. #aha2022",PROMISE,positive
 and i comment on ischemia-extend ,ischemia-extend,neutral
"treatment with the investigational crispr-attr gene-editing therapy, ntla-2001, led to rapid responses in patients with transthyretin amyloidosis with cardiomyopathy, interim phase 1 results show. #aha22 #cardiotwitter ",crispr-attr,neutral
"strong-hf: probably for the first time, we could show that patients with a preserved ejection fraction have very positive benefits from high-intensity care, mebazaa said. #aha22 #cardiotwitter ",strong-hf,positive
empagliflozin and left ventricular remodeling in people without diabetes: primary results of the EMPA-HEART 2 cardiolink-7 randomized clinical trial | circulation ,EMPA-HEART 2,neutral
extracorporeal membrane oxygenation in the therapy of cardiogenic shock: results of the ecmo-cs randomized clinical trial ,ecmo-cs,neutral
transform-hf in term of mortality in hf! the big headline: 26% mortality hf pts in ~1.5yr regardless of all the gdmt! #aha22 #transformhf22 ,transform-hf,neutral
APOLLO :silence had the opportunity to connect with inspiring people at #aha22 and discuss how we are developing a new generation of medicines harnessing the body's natural process of rnai. learn more about our precision engineered medicines here: #silenceisgolden ,APOLLO,neutral
"NOVA: botulinum toxin did not prevent postoperative #afib in patients undergoing cardiac surgery vs placebo, according to findings from a phase 2 study. #aha22 #cardiotwitter ",NOVA,negative
"in coach, of found that people with acute hf had improved outcomes when ed clinicians were provided a point-of-care decision support tool. called coach a winning trial that is ""cause for celebration."" #aha22",coach,positive
#aha22 2022 hf guidelines - prompt-hf recognized as a viable strategy of gdmt uptitration ,prompt-hf,neutral
"1/x i awoke today to multiple messages asking me for my take on the sport (""supplements, placebo, or rosuvastatin study"") study presented at #aha2022. my take - sterol and red yeast rice arms have issues around underpowering, small dosage size, and lack of supplement testing.",sport,neutral
stop study #glp1ra #aha22 design ,stop,neutral
add data about TWILIGHT #sapt #p2y12i #aha22 ,TWILIGHT,neutral
"my pi, dr. gregory piazza, presenting the results of our prevent-hd trial as a lbct at #aha22 ! our research group enrolled 628 patients out of 1284 across several us centers! ",prevent-hd,neutral
while nephrologists busy @ #kidneywk this was presented in chicago #aha22. transform-hf trial. #torsemide vs. #furosemide no difference in post #chf hospitalization. 26% mortality in 17 months sobering! ,transform-hf,neutral
 CRISPR-ATTR technology in vivo trial successfully reduced circulating ttr. game changer #aha22,CRISPR-ATTR,positive
RESPECT-EPA: amarin highlights key data presented at american heart association 2022 scientific sessions for... ,RESPECT-EPA,neutral
"pro-hf - another example of the critical importance and utility of the ehr in clinical data collection implementing modern clinical interventions #aha22 . kccq as an ehr ""vital sign"" ",pro-hf,neutral
impressive and robust results favoring surgery &gt; endo: 10% arr and 32% rrr for death+male at 2.7 years for clti patients with available ssgsv - no meaningful difference in qol. the effect size is enormous! best-cli #aha2022 ,best-cli,positive
#aha22 strong-hf sooner is better ,strong-hf,neutral
"#aha22 ISCHEMIA-extend invasive th rapie non better than conservative at 5,7y less cv death more non cv death. the same higher when multi cv desease ",ISCHEMIA-extend,negative
#aha22 cncf nice to meet alexandre mebazaa after the strong-hf study in chicago ,strong-hf,neutral
no difference between #torsemide versus #furosemide in reduction of primary or secondary endpoints in the transform-hf trial #aha22 ,transform-hf,neutral
#aha22 dcp chlorthalidone not better than hydrochlorothiazide on hta ,dcp,negative
#aha22 torsemide not better than furosemide ,torsemide,negative
#aha22 torsemide not better than furosemide ,furosemide,negative
 olpasiran statistically significantly decreased concentrations of lp(a) with better tolerability but what does that mean for cardiovascular outcomes? #aha2022 #cardiotwitter ,olpasiran,positive
" taking the stage at #aha2022 #latebreakingtrials in response to RESPECT-EPA we need more mechanistic and clinical data, ie. those with elevated hscrp or highest delta epa, to determine who will benefit from dual statin and epa therapy #wic ",RESPECT-EPA,neutral
*scrolling twitter* me: .why is ECMO-CS trending? also me: oh yeah it s #aha22 #phew,ECMO-CS,neutral
"design and rationale of a phase 2 study of neurotoxin (botulinum toxin type a) for the prevention of post-operative atrial fibrillation - the NOVA study. #aha22 #cardiotwitter lbs.08. mon nov 7, 11am-noon ",NOVA,neutral
"olpasiran therapy significantly reduced lipoprotein(a) concentrations in patients with established #ascvd, based on findings from the OCEAN(a)-DOSE trial presented at #aha22.",OCEAN(a)-DOSE,positive
"daily rosuvastatin lowered ldl, total cholesterol and serum triglycerides more than placebo and six common over-the-counter dietary supplements, with no supplement lowering ldl more than placebo #aha22 #cardiotwitter ",rosuvastatin,positive
"ischemia-extend: no difference in all-cause death in invasive vs conservative groups at 5.7 yrs. cv death higher in conservative, non-cv death higher in invasive. #aha22 #cardiotwitter #cardiology ",ischemia-extend,neutral
early results from ischemia-extend continue to support personalized decision-making between physicians and patients with #heartdisease: #aha2022 #cardiotwitter ,ischemia-extend,neutral
 all patients recieved 3 days of acetazolamide or placebo. thereafter they were free to do whatever the treating physician s found best for their patients.,acetazolamide,neutral
 we don t have data on what happened with the diuretics after the treatment period. its effect theoretically deminishes over time due to acidosis. but significant acidosis didn t happen in advor. you can use it longer as long as you monitor acid base and electrolytes.,advor,neutral
"new standard for #heartfailure treatment set by and team: early and fast uptitration of #gdmtworks is feasible, safe and improves outcomes in strong-hf. presented today at #aha22 and simultaneously published in : ",strong-hf,positive
"p. gabriel steg: BRIGHT-4 is a clear, unambiguous win for bivalirudin at 30 days in stemi pci #aha22 #cardiotwitter #cardiology ",BRIGHT-4,positive
"""ecmo-cs was a great, hard-to-do study. the researchers are congratulated for pulling this off in this very high-risk patient group,"" said acc vp dr. about the #aha22 late-breaking trial. read more from : ",ecmo-cs,positive
BRIGHT-4: bivalirudin superior to heparin for 30-day death/major bleeding in stemi pci #aha22 #cardiotwitter #cardiology ,BRIGHT-4,positive
"interesting data from the CTS-AMI study re: a traditional chinese medicine that may improve outcomes in #stemi pts: more on #tongxinluo #txl, in potentially reducing myocardial no-reflow &amp; reperfusion injury in pts with ami. #cardiotwitter #aha22 #accfit ",CTS-AMI,positive
more data from our advor trial showing acetazolamide added to loop diuretics is beneficial across the full range of lvef. results presented today at #aha22 by . very proud of our team! (1/2) ,advor,positive
solid long term results for i.v. iron supplementation in hfref: results from the ironman trial presented at #aha22 ,ironman,neutral
cutting edge science at #aha22 - High safety and effectiveness received  in-human gene editing treatment for CRISPR-ATTR ,CRISPR-ATTR,positive
"series of late-breaking studies at #aha22 highlight innovative solutions to improving #hypertension mgmt across diverse patient populations &amp; care settings. access highlights from the CRHCP, RICH LIFE ,QUARTET USA studies here: #cvprev #accintl ",QUARTET USA,neutral
"series of late-breaking studies at #aha22 highlight innovative solutions to improving #hypertension mgmt across diverse patient populations &amp; care settings. access highlights from the CRHCP, RICH LIFE ,QUARTET USA studies here: #cvprev #accintl ",RICH LIFE,neutral
"series of late-breaking studies at #aha22 highlight innovative solutions to improving #hypertension mgmt across diverse patient populations &amp; care settings. access highlights from the CRHCP, RICH LIFE ,QUARTET USA studies here: #cvprev #accintl ",CRHCP,neutral
our poster presentation of new aric study suggesting chest pain and dyspnea (even mild stages) were significantly associated w/ subsequent risk of #cvd in long-term f/u (&gt;30 yrs) #aha22 #cvcad #heartfailure #afib ,aric,negative
at #aha22: the longer-acting loop diuretic torsemide does not improve 1y-mortality in comparison with furosemide and when given at discharge after hf hospitalization. huge shout out to and team for conducting this fantastic pragmatic trial! ,torsemide,positive
at #aha22: the longer-acting loop diuretic torsemide does not improve 1y-mortality in comparison with furosemide and when given at discharge after hf hospitalization. huge shout out to and team for conducting this fantastic pragmatic trial! ,furosemide,negative
"no difference in all-cause death (5.7 yes) between initial invasive tx and conservative tx in chronic cad pts w/ mod-severe ischemia, but significantly lower cv death and higher non-cv death in invasive tx group
#aha22 ischemia-extend #latebreaking ",ischemia-extend,positive
congrats successful presentation of new aric study proposing new prediction model including socioeconomic status for the incidence of #heartfailure #aha22 ,aric,neutral
 this is great! i ve read of several different recommendations in the past for advor .Are there any guideline recommendations? or expert consensus?,advor,neutral
congratulations to you and team on presentation of findings of QUARTET USA late breaking science. mindful disruption of htn management ,QUARTET USA,neutal
no significant difference in the subsequent incidence of all-cause death or hf hospitalization between tx strategy of torsemide and furosemide as diuretics when hf pts are hospitalized due to worsening hf. #aha22 #latebreaking transform-hf ,transform-hf,negative
congrats successful presentation of new aric study assessing the association of earlier physical activity index w/ patient prognosis after the incident myocardial infection at #aha22 ,aric,positive
"COACH: implementation of this approach may lead to a pathway for early discharge from the hospital or emergency department and improved patient outcomes, #cardiotwitter #aha22 ",COACH,positive
"no significant difference in the incidence of composite cvd outcomes between pemafibrate and placebo in pts with dm, htg and low hdl.
warning renal adverse outcome &amp; venous thrombosis. #aha22 #latebreaking prominent #nejm ",prominent,negative
"dr. siddharth patel presents his poster efficacy and safety of noacs vs warfarin across the continuous range of body mass index and body weight: insights from COMBINE-af, tomorrow :45pm ct, zone 4, science &amp; technology hall, level 3, board 4079 #aha22 ",COMBINE-AF,neutral
"free to read online during #aha22, from : alerting clinicians to 1-year mortality risk in patients hospitalized with heart failure: the REVEAL-HF randomized clinical trial ",REVEAL-HF,negative
no difference at 2 years for blood pressure control when comparing use of chlorthalidone vs hydrochlorothiazide. #aha #aha22 ,chlorthalidone,neutral
no difference at 2 years for blood pressure control when comparing use of chlorthalidone vs hydrochlorothiazide. #aha #aha22 ,hydrochlorothiazide,neutral
no difference in use of torsemide vs furosemide strategy for post discharge diuretics pharmaceutical treatment after heat failure hospitalization. #aha #aha22. ,torsemide,neutral
no difference in use of torsemide vs furosemide strategy for post discharge diuretics pharmaceutical treatment after heat failure hospitalization. #aha #aha22. ,furosemide,neutral
ecmo-cs trial: immediate implementation of va-ecmo in patients with rapidly deteriorating or severe cardiogenic shock did not improve clinical outcomes compared with an early conservative strategy. #aha22 ,ecmo-cs,negative
early use of ecmo-cs devices did not improve outcomes in people with cardiogenic shock #aha22 ,ecmo-cs,negative
"sustained, &gt;90% reduction of ttr by CRISPR-ATTR w no severe aes, promising first-in-human data! #cardiotwitter #aha22 ",CRISPR-ATTR,positive
"torsemide = furosemide as per transform-hf, but benefits in ckd patients? will this alter practice? #aha22 ",transform-hf,neutral
#aha22 lbcts one liners: 1. transform-hf: torsemide was not superior to furosemide in improving survival among patients treated for decompensated hf. 2. dcp: no differences in cardiovascular outcomes between chlorthalidone and hctz among elderly veterans with htn.,transform-hf,negative
#aha22 lbcts one liners: 1. transform-hf: torsemide was not superior to furosemide in improving survival among patients treated for decompensated hf. 2. dcp: no differences in cardiovascular outcomes between chlorthalidone and hctz among elderly veterans with htn.,dcp,neutral
best-cli: the results are in and they re likely practice-altering actagainstamputation #aha22 ,best-cli,neutral
"yesterday at #aha22, curtis rambaran, silence vp clinical sciences, presented at a poster session about a new analysis of our drug candidate APOLLO to potentially treat high levels of lipoprotein(a) or #lpa. if you missed it, see the analysis: #silenceisgolden ",APOLLO,neutral
excellent to see strong-hf presented at #aha22 with improved outcomes of more intensive gdmt care. shout out to our amazing hfbc team that facilities our team at hopkins implementing this type of strategy already! ,strong-hf,positive
"it was a pleasure to meet at #lbct morning session and discuss the results of the strong-hf trial. truly a game changing trial, showing the huge benefits of rapid up-titration of gdmt in #hf. ",strong-hf,positive
"EARLY-AF data supports af ablation as 1st line therapy: significantly lower progression to persistent af significant smaller af burden improvement in qol and symptoms lower rates in healthcare utilization significant reduction in any arrhythmias recurrence
#aha22 ",EARLY-AF,positive
"kudos to and his team. thank the strong-hf trial we have now strong evidence supporting rapid uptitration of gdmt in hf patients. a new breakthrough in the heart failure universe. it's now up to us all to try to implement this strategy in our daily practice.
#aha22 ",strong-hf,positive
"will CRISPR-ATTR  based in vivo genome editing in humans be the next therapeutic generation for ttr amyloidosis? amazing data from dr. julian gillmore, ntla-2001
#aha22 ",CRISPR-ATTR,neutral
the results of the COACH trial presented by the utility of a clinical risk stratification algorithm and outpatient follow up for hf-patients presenting to the ed #aha22 ,COACH,neutral
"the first late-breaking session is about to begin, many clinical practice changing trials will be presented. transform-hf is the first one on the list #aha22 ",transform-hf,neutral
the results of the ironman trial have been now revealed. iv ferric derisomaltose (fdi) in heart failure #aha22 ,ironman,neutral
$cinc cincor pharma announces late-breaking presentation of phase 2 BrigHTN data on baxdrostat in treatment-resistant hypertension at the 2022 american heart association scientific sessions ,BrigHTN,neutral
$cinc cincor pharma announces late-breaking presentation of phase 2 BrigHTN data on baxdrostat in treatment-resistant hypertension at the 2022 american heart association scientific sessions,BrigHTN,neutral
$cinc cincor pharma announces late-breaking presentation of phase 2 BrigHTN data on baxdrostat in treatment-resistant hypertension at the 2022 american heart association scientific sessions ,BrigHTN,neutral
our stop team under mentoship!. more is coming to the #yescct and plaque quantification field. #aha22 ,stop,neutral
"novartis presents new data at #aha22 showing long-term sustained efficacy over a 4-year study, ORION-3 of ldl-c lowering treatment. #novartisnews",ORION-3,neutral
" will need full force strategy outpatient with innovative digital strategies telehealth and cohesive mid-level app team. if you want to be ..need strength in numbers, strong-hf",strong-hf,neutral
 fabulous. well done ja  on EARLY-AF and further emphasizing the point of early recognition and early treatment.,EARLY-AF,neutral
"icymi: in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS  presented at the #aha22 #cardiotwitter ",BRIGHT-4,neutral
"icymi: in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS  presented at the #aha22 #cardiotwitter ",OPTION,neutral
"icymi: in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS  presented at the #aha22 #cardiotwitter ",ISCHEMIA-extend,neutral
"icymi: in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS  presented at the #aha22 #cardiotwitter ",ECMO-CS,neutral
 not surprising at all considering upto 65-80% of na reabsorbed in proximal tubule in advor. understanding pathophysiology=desirable outcomes!,advor,neutral
"intellia presents updated interim data from the cardiomyopathy arm of ongoing phase 1 study  of ntla-2001, CRISPR-ATTR an investigational crispr therapy for the treatment of transthyretin (attr) amyloidosis at the american heart association scientific sessions 2022 ",CRISPR-ATTR,neutral
radcliffe &amp; cardionerds : empa-kidney: empagliflozin &amp; cv outcomes... via ,empa-kidney,neutral
radcliffe &amp; cardionerds : empa-kidney: empagliflozin &amp; cv outcomes... via ,empagliflozin,neutral
"icymi: tongxinluo in CTS-AMI trial, a traditional chinese medicine, significantly improved both 30-day and 1-year clinical outcomes in chinese patients with stemi, especially reducing cardiac death and severe complications, #aha22 #cardiotwitter ",CTS-AMI,positive
"icymi: tongxinluo in CTS-AMI trial, a traditional chinese medicine, significantly improved both 30-day and 1-year clinical outcomes in chinese patients with stemi, especially reducing cardiac death and severe complications, #aha22 #cardiotwitter ",tongxinluo,positive
silence therapeutics presents new analysis from sln360 phase 1 single dose study in high lipoprotein(a) at the american heart association (aha) 2022 annual meeting ,sln360,neutral
final results from phase 2 INSTANT trial of inrhythm for the treatment of newly diagnosed and recurrent paroxysmal atrial fibrillation presented at 2022 american heart association scientific sessions ,INSTANT,neutral
"routine early, expeditious use of ecmo is a common strategy in patients with severe cardiogenic shock, but a less aggressive initial approach may be just as effective, a randomized trial ecmo-cs suggests. #aha22 #cardiotwitter ",ecmo-cs,neutral
$cytk news screener alert: the price is down after the recent publication of GALACTIC-HF posted about 7 hours ago . #stocksoftheday #stockalert #stocknews #heart #newclinicaltrialdata ,GALACTIC-HF,neutral
adorable feature on the strong hf presentation #aha22 ,strong-hf,neutral
hls therapeutics highlights key data on the late breaking RESPECT-EPA study presented at the american heart associat ,RESPECT-EPA,neutral
"in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials presented at the #aha22 #cardiotwitter, BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS",BRIGHT-4,neutral
"in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials presented at the #aha22 #cardiotwitter, BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS",OPTION,neutral
"in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials presented at the #aha22 #cardiotwitter, BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS",ISCHEMIA-extend,neutral
"in this healio exclusive, b. hadley wilson, md, facc, provides his perspective on several late-breaking clinical trials presented at the #aha22 #cardiotwitter, BRIGHT-4, OPTION, ISCHEMIA-extend, ECMO-CS",ECMO-CS,neutral
"data on #amgen's OCEAN(a)-DOSE #cardiovascular disease project olpasiran, presented yesterday at #aha22, look pretty good, positioning the small interfering #rna ahead of #novartis. click here to read more here #clinicaltrials",OCEAN(a)-DOSE,neutral
"data on #amgen's OCEAN(a)-DOSE #cardiovascular disease project olpasiran, presented yesterday at #aha22, look pretty good, positioning the small interfering #rna ahead of #novartis. click here to read more here #clinicaltrials",olpasiran,neutral
" were you aware:
- sport was powered to detect a 15% decrease in ldl whereas the dose of plant sterols used could only be expected to decrease ldl by 6%?
- sport did not test for the monacolin k level of the red yeast rice they used, contrary to recent practice?",sport,neutral
"#other
#lifesciences #somewhatbullish
$amrn $hltrf 2022/11/08 00:30
hls therapeutics highlights RESPECT-EPA study data ... ",RESPECT-EPA,neutral
"ironman with the bayesian approach and longitudinal ordinal analysis would provide better power and be easier to interpret clinically. forcing a ""dichotomous"" decision within a null-hypothesis-testing framework with cis 0,66 - 1,02 does not serve us well... ",ironman,positive
$amrn hls therapeutics highlights key data on the late breaking RESPECT-EPA respect-epa study presented at the american heart association see this insight 45 seconds early at ,RESPECT-EPA,neutral
" ironman: rr 0.82 (0.66-1.02) p=0.07*
-27.5% vs. 22% composite endpoint
-cv death: 21% vs. 24% (p=0.23)
*covid sensitivity analysis (march, 2020) for 1 endpoints resulted in rr 0.76, p&lt;0.05",ironman,neutral
 congratulations! best-cli trial,best-cli,neutral
breaking session strong-hf! #aha22 ,strong-hf,neutral
"we look forward to #aha22 where dr ray will share new clinical data and findings from the 4-year long-term safety and efficacy extension study, orion-3. please join the presentation session on monday, november 7th from 3:00-4:00pm ct at main event iii ",ORION-3,neutral
"we look forward to #aha22 where dr ray will share new clinical data and findings from the 4-year long-term safety and efficacy extension study, orion-3. please join the presentation session on monday, november 7th from 3:00-4:00pm ct at main event iii ",orion-3,neutral
"dr. g. piazza presents rivaroxaban to reduce the risk of major venous and arterial thrombotic events, hospitalization and death in medically ill outpatients with acute, symptomatic covid-19"" (prevent-hd) trial: ""routine antithrombotic prophylaxis .. not supported."" #aha22 ",prevent-hd,neutral
"dr. g. piazza presents rivaroxaban to reduce the risk of major venous and arterial thrombotic events, hospitalization and death in medically ill outpatients with acute, symptomatic covid-19"" (prevent-hd) trial: ""routine antithrombotic prophylaxis .. not supported."" #aha22 ",rivaroxaban,positive
$amarin highlights key data from RESPECT-EPA trial presented at american heart association 2022 scientific sessions for vascepa /vazkepa (icosapent ethyl) and patient care,RESPECT-EPA,neutral
$amarin highlights key data from RESPECT-EPA trial presented at american heart association 2022 scientific sessions for vascepa /vazkepa (icosapent ethyl) and patient care,vascepa,neutral
proud to be part of this landmark multi-center pragmatic clinical trial and the work represented at #aha22. don t miss the late-breaking science session that will discuss the clinical results and the quality-of-life analyses of the best-cli trial: ,best-cli,neutral
"watch and dicuss
stress trial results at #aha2022 via ",stress,neutral
so we finally have corroboration of REDUCE-IT that everyone has been asking for. it's all about the epa. and the mineral oil debate is finally put to rest. epa works. ,REDUCE-IT,neutral
amarin highlights key data from RESPECT-EPA trial presented at american heart association 2022 scientific sessions for vascepa /vazkepa and patient care $amrn ,RESPECT-EPA,neutral
amarin highlights key data from RESPECT-EPA trial presented at american heart association 2022 scientific sessions for vascepa /vazkepa and patient care $amrn ,vascepa,neutral
$amrn - amarin highlights key data of RESPECT-EPA presented at american heart association 2022 scientific sessions for ,RESPECT-EPA,neutral
